POINT_ID,Landcover,Landuse,Clay_SOC_score,OC_score,P_score,N_score,K_score,bulk_density_score,EC_score,erosion_score,pH_score,SHI
50943268,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,2,3.05
50303674,Grassland,Fallow land,4,2,2,4,4,3,4,2,1,2.8
51722766,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,2,4,4,3,3.2
51862672,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,4,2,3.5
52901944,Woodland,Forestry,1,1,4,4,4,3,4,4,3,2.75
52881960,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,2,2.9
53101804,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,2,4,3,4,4,1,3,2.5
52861980,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,2,2,2.5
51143162,Woodland,Forestry,4,2,4,4,2,2,4,4,1,2.85
53261700,Bareland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,1,4,2,3,2.5
52901970,Woodland,Forestry,3,2,4,4,4,4,4,4,3,3.35
52862002,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,1,4,4,4,4,4,4,3.6
51103198,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,3,4,3,4,4,4,4,3.3
52921964,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,2,3,4,4,4,4,2,2,2.9
50243736,Woodland,Forestry,4,4,4,4,3,4,4,4,2,3.8
52882004,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,3,4,4,4,2,2.85
50163796,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,2,2.9
51762786,Artificial land,"Electricity, gas and thermal power distribution",2,3,4,4,4,3,4,4,3,3.35
51103216,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
53261740,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,2,4,2.75
52902006,Woodland,Forestry,3,3,3,4,4,4,4,4,1,3.4
53041908,Woodland,Forestry,3,4,2,4,4,4,4,4,4,3.7
51542942,Woodland,Forestry,3,2,1,2,1,4,4,4,1,2.45
51443008,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,1,1,2.95
51323096,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,2,4,4,4,1,3.3
51363072,Woodland,Forestry,3,1,4,4,1,4,4,4,2,2.75
51123226,Woodland,Forestry,4,1,4,4,2,1,4,4,2,2.5
50443648,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,2,2,4,2,3,4,4,3,2.9
50983316,Woodland,Forestry,4,4,4,4,2,4,4,4,1,3.65
52942010,Grassland,Semi-natural and natural areas not in use,4,3,3,4,4,4,4,4,2,3.55
51882740,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,2,3.2
50443654,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,2,3,4,4,2,2.8
51762822,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,3,3.45
53041944,Woodland,Forestry,3,4,4,4,4,4,4,4,2,3.8
53281774,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,1,4,2,3,2.75
51283140,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,4,4,4,2,2.95
53381706,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,3,4,4,1,4,2,3,2.25
51802810,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,2,2.9
53021976,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,1,3,2.7
50963348,Woodland,Forestry,4,3,4,4,1,4,4,4,1,3.3
51942720,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,4,2,3.2
51323126,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,1,2.8
51862780,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,2,3.3
53002008,Grassland,Fallow land,2,1,4,4,3,2,4,1,1,2.2
50203822,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2,3.9
50483656,Woodland,Forestry,4,3,4,4,1,4,4,4,1,3.3
52042676,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2,3.8
53081962,Woodland,Forestry,4,4,4,4,4,4,4,4,3,3.95
51782848,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
50363736,Woodland,Forestry,4,3,4,4,2,4,4,4,2,3.45
50263798,Woodland,Forestry,2,4,1,4,4,4,4,4,1,3.35
52242552,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2,2.95
50243812,Woodland,Forestry,4,3,3,4,3,4,4,2,1,3.2
51123280,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,1,4,4,4,1,2.8
53481692,Woodland,Forestry,4,3,4,4,4,1,4,4,4,3.3
51982734,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,4,4,2.9
53002044,Grassland,Fallow land,1,1,2,4,4,2,4,4,2,2.35
50343760,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,2,4,4,4,2,3.7
53561644,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3,3.5
51423100,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,3,4,4,4,1,3.5
51642960,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,2,2.9
51103302,Woodland,Forestry,4,1,4,4,1,4,4,4,1,2.8
51802860,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,3,3.4
53581638,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,4,4,4,4,4,4,4,3,3.75
53042028,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,1,2,2.25
53062014,Woodland,Semi-natural and natural areas not in use,1,1,4,4,4,3,4,4,3,2.75
51243226,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,2,2.65
50203858,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,2,1,2.9
52242588,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,1,2.9
51163280,Woodland,Forestry,3,2,3,4,1,4,4,4,1,2.85
50923428,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,1,4,4,4,2,3.6
53042044,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,2,4,4,2,3.25
51782890,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,2,3,2.8
51343172,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,2,3,4,4,2,2.8
52242596,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,2,4,3,2,2.6
50523678,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,1,4,3,3,4,4,2,3.0
51023376,Woodland,Forestry,4,1,4,4,1,3,4,4,1,2.65
51003392,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,1,4,2,4,4,4,3,3.45
51383160,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,3,4,4,4,2,3.05
50263838,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
52342544,Grassland,Semi-natural and natural areas not in use,1,3,4,4,4,3,4,3,1,3.05
53601672,Woodland,Forestry,3,4,4,4,3,4,4,4,3,3.75
50323806,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,1,3.35
51862862,Bareland,Fallow land,2,4,4,4,4,4,4,4,1,3.65
53201968,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,1,3,3.2
53501756,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,2,2,2.55
53401828,Woodland,Forestry,3,3,4,4,4,1,4,4,2,3.1
53381850,Woodland,Semi-natural and natural areas not in use,3,4,4,4,4,1,4,1,3,3.1
53122034,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,4,2,2.4
53241950,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,1,3,2.8
51223278,Woodland,Forestry,4,2,4,4,1,4,4,4,1,3.05
51363194,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,3,3,4,4,2,2.9
51143330,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,2,4,4,4,2,3.6
52362556,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,4,4,3.3
53162014,Grassland,Fallow land,1,2,3,4,4,4,4,2,2,2.8
51363198,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,3,3,4,4,1,2.85
53301920,Grassland,Fallow land,2,1,4,4,4,3,4,4,3,2.85
51742962,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,3,4,4,1,2.8
52122720,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
53162024,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,1,2,2.6
53381878,Grassland,Fallow land,1,2,3,4,4,2,4,4,2,2.7
51163334,Woodland,Forestry,4,4,3,4,2,4,4,4,1,3.55
51403188,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,3,4,4,2,2.9
51782952,Woodland,Forestry,2,1,1,2,1,4,4,1,1,1.8
53261970,Shrubland,Agriculture (excluding fallow land and kitchen gardens),2,4,2,4,4,4,4,4,4,3.6
51483142,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2,2.85
52062776,Woodland,Forestry,2,1,4,4,2,2,4,4,1,2.4
53661692,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,1,4,3,3,2.45
53621722,Woodland,Forestry,3,4,4,4,4,1,4,2,4,3.25
50663642,Woodland,Forestry,4,4,4,4,3,4,4,4,2,3.8
51722996,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,2,4,4,4,4,4,2,3.25
50623666,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
53301952,Woodland,Semi-natural and natural areas not in use,3,3,1,4,4,3,4,4,2,3.1
51223308,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,2,4,4,4,2,3.1
53741658,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,3,3,3.3
53501832,Woodland,Forestry,3,3,4,4,4,1,4,4,2,3.1
53701690,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,1,4,3,3,2.8
51723014,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,3,4,3,4,4,4,4,3.45
53301974,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,3,4,1,2,2.45
51283288,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,2,4,4,4,1,3.05
53481854,Woodland,Forestry,3,3,4,4,4,1,4,3,3,3.05
50523746,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,3,3.45
51942886,Woodland,Semi-natural and natural areas not in use,3,3,1,4,1,4,4,4,2,2.95
51982864,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,3,3.0
52002852,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,1,4,4,3,4,4,3,3.4
52142764,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,4,2,2.8
50623694,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,3,2,3.05
52042834,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,4,4,2,3,2.9
52502542,Cropland,Other abandoned areas,2,3,2,4,4,3,4,4,2,3.1
51223350,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,1,4,4,4,1,2.7
53361972,Shrubland,Agriculture (excluding fallow land and kitchen gardens),4,2,3,4,4,3,4,4,3,3.2
51363266,Woodland,Forestry,4,4,4,4,1,4,4,3,2,3.5
51503186,Woodland,Forestry,4,1,4,4,2,3,4,4,1,2.75
51663088,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,2,4,4,4,1,3.15
53541858,Woodland,Forestry,3,3,4,4,4,1,4,4,1,3.05
51183382,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,4,4,4,2,3.05
53342000,Grassland,Fallow land,2,3,4,4,4,3,4,4,2,3.3
52322682,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,4,2,2.6
51902950,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,2,4,4,2,3.05
50763638,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,1,2,3.1
50523782,Woodland,Forestry,4,2,4,4,2,3,4,4,1,3.0
51922944,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,2,4,4,2,3.15
51603142,Woodland,Forestry,4,2,3,4,2,4,4,4,1,3.05
53741742,Woodland,Forestry,2,4,4,4,4,4,4,4,2,3.7
50663710,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,1,4,3,4,4,4,4,3.6
51823018,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,2,3.45
52402654,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,4,1,3.15
51023502,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,4,4,4,3,3.0
51363302,Woodland,Forestry,4,1,4,4,1,4,4,4,1,2.8
51543194,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,3,4,4,4,1,2.8
51143438,Woodland,Forestry,4,1,4,4,1,4,4,4,1,2.8
52142830,Woodland,Forestry,3,1,2,4,2,2,4,4,1,2.3
51083476,Woodland,Forestry,4,2,4,4,1,4,4,4,1,3.05
50603758,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,4,4,4,4,3,3.75
53541918,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,4,2.75
53921658,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,2,4,4,4,4,4,3,3.15
51143450,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,3,2,4,3,2,2.55
52562578,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,4,3.4
52342720,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,1,3.05
51243394,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,3,3,4,4,1,2.85
52102872,Woodland,Forestry,3,3,4,4,4,3,4,4,3,3.45
52142848,Woodland,Forestry,3,2,4,4,4,2,4,3,4,3.0
53481974,Woodland,Forestry,4,4,4,4,4,4,4,4,4,4.0
51463266,Woodland,Forestry,4,4,4,4,2,4,4,4,1,3.65
50583782,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3,3.35
52042916,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2,3.35
51403314,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,2,4,4,4,1,2.8
52142866,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,3,1,2.25
53442034,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,2,4,4,3,4,4,3,3.05
53721846,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,3,2,2.65
50603794,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,3,3,4,4,4,3.5
50643772,Grassland,Fallow land,2,1,4,4,4,2,4,4,2,2.65
50703742,Woodland,Forestry,4,4,3,4,3,4,4,4,2,3.7
53941710,Woodland,Forestry,1,1,4,4,3,4,4,4,3,2.8
53601946,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,3,4,3,4,4,4,2,3.1
52122904,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,2,3.3
53482034,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3,3.35
52262824,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,1,1,2.3
51943026,Woodland,Semi-natural and natural areas not in use,2,3,1,4,4,4,4,2,2,2.95
53581980,Woodland,Forestry,3,4,4,4,4,4,4,4,2,3.8
51643216,Woodland,Forestry,4,2,4,4,2,4,4,4,1,3.15
53641948,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,3,4,4,4,4,4,3,3.15
51863086,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,3,4,4,4,1,3.0
54001706,Woodland,Forestry,3,3,3,4,4,4,4,4,3,3.5
53581998,Woodland,Forestry,4,4,1,4,4,4,4,4,2,3.6
50683780,Woodland,Forestry,4,4,4,4,3,4,4,4,2,3.8
53741892,Grassland,Fallow land,2,3,4,4,4,3,4,4,3,3.35
50523872,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
53641966,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,3,3,3.15
50663796,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,4,4,2.5
51363400,Woodland,Semi-natural and natural areas not in use,3,1,4,4,3,4,4,4,1,2.9
51283450,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,3,4,4,4,1,3.25
51603268,Woodland,Forestry,4,3,4,4,4,4,4,4,1,3.6
50683798,Woodland,Forestry,3,4,4,4,4,4,4,4,1,3.75
53921802,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,1,4,4,3,3.4
52262878,Woodland,Forestry,3,4,4,4,4,3,4,3,3,3.6
53522078,Woodland,Forestry,2,2,1,4,4,4,4,4,3,2.95
52782560,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,3,4,4,4,1,3.2
51563304,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,2,4,4,4,4,3.8
50803744,Grassland,Fallow land,2,2,4,4,4,2,4,4,3,2.95
53941810,Woodland,Forestry,4,4,4,4,4,1,4,4,3,3.5
53961798,Woodland,Forestry,2,3,4,4,4,1,4,4,3,3.05
52182946,Woodland,Forestry,1,2,1,2,1,4,4,4,2,2.3
51303466,Woodland,Forestry,4,3,4,4,2,3,4,4,1,3.25
51943092,Woodland,Forestry,4,1,2,4,2,4,4,3,1,2.6
52402816,Woodland,Forestry,3,1,4,4,2,3,4,4,1,2.65
53801920,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2,3.1
52342860,Woodland,Forestry,2,3,4,4,4,4,4,4,4,3.55
51323464,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,4,4,2,4,3.2
53961824,Woodland,Forestry,3,4,4,4,4,1,4,4,3,3.4
53662034,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2,2.95
50883724,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,2,4,4,3,3.05
54081756,Grassland,Other abandoned areas,2,2,3,4,4,4,4,3,3,3.05
52402838,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
54241650,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,3,4,4,4,3,2.5
50963682,Woodland,Forestry,3,4,4,4,4,4,4,4,2,3.8
52382854,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,2,3.2
53861912,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,3,3,3.05
51423424,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,1,3,4,3,3,4,4,2,2.7
53881902,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,2,2,2.8
51383448,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,1,4,4,2,1,2.85
53702028,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,2,4,4,3,4,4,2,2.85
51423430,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,1,4,2,4,4,2,4,3.05
52402856,Shrubland,Semi-natural and natural areas not in use,3,4,4,4,4,1,4,4,2,3.35
53921892,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,4,2,2,2.35
51643320,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,4,4,4,2,3.1
51543382,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,3,4,4,4,1,3.25
54281680,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,2,4,4,3,3,3.1
54201736,Grassland,Semi-natural and natural areas not in use,3,4,1,4,4,4,4,4,3,3.55
51103642,Woodland,Forestry,4,4,4,4,2,4,4,4,1,3.65
51923178,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,3,4,4,4,2,2.95
51423466,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,2,4,3,4,1,3.6
53981902,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,1,4,4,4,4,3,2,2.7
53242382,Grassland,Semi-natural and natural areas not in use,1,3,4,4,4,3,4,4,2,3.2
54361648,Shrubland,Semi-natural and natural areas not in use,3,3,1,4,3,4,4,2,4,3.05
53762052,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2,2.85
54121818,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,1,4,4,2,3.1
54401630,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,3,4,4,1,2,2.25
54001904,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,4,4,2,2,2.7
53842010,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,2,4,4,4,4,4,2,2.75
54161800,Shrubland,Agriculture (excluding fallow land and kitchen gardens),3,3,3,4,4,1,4,4,3,3.05
54381656,Shrubland,Agriculture (excluding fallow land and kitchen gardens),3,4,1,4,4,4,4,1,2,3.2
53462264,Woodland,Forestry,3,4,1,4,4,4,4,4,1,3.45
51463464,Woodland,Forestry,4,2,4,4,1,4,4,4,1,3.05
53782068,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,4,2.95
52982574,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,1,4,4,4,1,3.45
50983738,Grassland,Fallow land,3,4,4,4,4,4,4,4,4,3.9
50823826,Grassland,Semi-natural and natural areas not in use,4,4,3,4,3,4,4,4,2,3.7
51663358,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,3,3,4,3,1,2.65
53562216,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,3,4,4,1,3.7
54301732,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,3,4,4,4,4,3,3,3.2
54461626,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,3,4,4,2,2,2.45
53302384,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2,3.35
53322372,Grassland,Semi-natural and natural areas not in use,4,3,2,4,4,3,4,4,2,3.3
54401670,Woodland,Forestry,3,3,4,4,3,4,4,2,2,3.25
54381686,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,4,4,4,4,4,4,4,3,3.75
53482276,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,2,4,4,3,2.8
54341718,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,1,4,4,3,3.25
54301746,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,4,2,3.0
50883804,Woodland,Forestry,4,4,2,4,2,4,4,4,2,3.5
51903238,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,3,4,1,4,4,4,1,3.2
51063710,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
51183646,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,3,4,4,3,4,3,3,2.9
51963208,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,3,4,4,4,3,2.8
54341736,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,3,2,3.25
54101896,Bareland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,4,4,1,3,2.4
50543998,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,4,3.65
51783316,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,2,3,4,4,1,2.65
54121890,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,1,3,3.1
54501640,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,4,2,2.75
54121894,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,3,2,3.1
51683378,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,4,4,4,4,3.2
53582250,Woodland,Forestry,3,3,4,4,4,3,4,4,2,3.4
51183664,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,2,4,4,2,4,4,2,2.95
51223644,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
54161884,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,3,4,4,2,2.85
51243634,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,3,3,4,4,4,3.15
50863842,Woodland,Forestry,4,3,3,4,2,4,4,4,1,3.3
52363000,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,3,4,4,4,1,2.7
50943800,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2,3.8
50903826,Woodland,Forestry,2,2,4,4,4,3,4,4,2,3.05
54221858,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,1,3,4,4,4,4,1,2,2.55
52303048,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,4,4,4,1,2.9
51163690,Grassland,Fallow land,4,3,4,4,4,4,4,4,2,3.65
54581630,Shrubland,Semi-natural and natural areas not in use,1,1,3,4,4,4,4,2,4,2.65
54201884,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,4,3,2.45
51403564,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,4,4,4,3,3.7
53302460,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,1,2,2.25
54481710,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,1,4,4,2,3.2
53702216,Woodland,Semi-natural and natural areas not in use,4,2,2,4,4,4,4,4,3,3.25
53462368,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3,3.95
51323614,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,4,4,4,3,3.35
51043770,Woodland,Forestry,4,3,3,4,2,4,4,4,2,3.35
51023782,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3,3.95
